date,taluk,rainfall
2021-03-15,byndoor,0.01
2021-03-16,byndoor,0.02
2021-03-17,byndoor,0.01
2021-03-18,byndoor,0.09
2021-03-19,byndoor,0.0
2021-03-20,byndoor,0.2
2021-03-21,byndoor,0.19
2021-03-22,byndoor,0.22
2021-03-23,byndoor,0.07
2021-03-24,byndoor,0.32
2021-03-25,byndoor,0.09
2021-03-26,byndoor,0.03
2021-03-27,byndoor,0.32
2021-03-28,byndoor,1.5
2021-03-29,byndoor,4.18
2021-03-30,byndoor,1.21
2021-03-31,byndoor,0.15
2021-04-01,byndoor,0.03
2021-04-02,byndoor,0.02
2021-04-03,byndoor,0.1
2021-04-04,byndoor,0.04
2021-04-05,byndoor,0.01
2021-04-06,byndoor,0.15
2021-04-07,byndoor,0.44
2021-04-08,byndoor,0.56
2021-04-09,byndoor,0.25
2021-04-10,byndoor,1.06
2021-04-11,byndoor,3.96
2021-04-12,byndoor,6.98
2021-04-13,byndoor,8.59
2021-04-14,byndoor,5.48
2021-04-15,byndoor,1.35
2021-04-16,byndoor,0.94
2021-04-17,byndoor,0.35
2021-04-18,byndoor,2.71
2021-04-19,byndoor,1.25
2021-04-20,byndoor,0.9
2021-04-21,byndoor,0.1
2021-04-22,byndoor,6.44
2021-04-23,byndoor,1.52
2021-04-24,byndoor,0.49
2021-04-25,byndoor,1.11
2021-04-26,byndoor,1.38
2021-04-27,byndoor,1.87
2021-04-28,byndoor,0.74
2021-04-29,byndoor,9.46
2021-04-30,byndoor,0.27
2021-05-01,byndoor,8.21
2021-05-02,byndoor,1.48
2021-05-03,byndoor,3.93
2021-05-04,byndoor,7.02
2021-05-05,byndoor,5.91
2021-05-06,byndoor,1.51
2021-05-07,byndoor,6.84
2021-05-08,byndoor,5.12
2021-05-09,byndoor,5.19
2021-05-10,byndoor,1.43
2021-05-11,byndoor,3.32
2021-05-12,byndoor,7.1
2021-05-13,byndoor,7.42
2021-05-14,byndoor,7.77
2021-05-15,byndoor,116.15
2021-05-16,byndoor,31.11
2021-05-17,byndoor,8.84
2021-05-18,byndoor,15.1
2021-05-19,byndoor,7.59
2021-05-20,byndoor,8.37
2021-05-21,byndoor,4.38
2021-05-22,byndoor,16.96
2021-05-23,byndoor,1.19
2021-05-24,byndoor,3.4
2021-05-25,byndoor,13.49
2021-05-26,byndoor,3.13
2021-05-27,byndoor,0.86
2021-05-28,byndoor,4.49
2021-05-29,byndoor,8.31
2021-05-30,byndoor,5.63
2021-05-31,byndoor,8.95
2021-06-01,byndoor,6.52
2021-06-02,byndoor,3.66
2021-06-03,byndoor,68.31
2021-06-04,byndoor,82.06
2021-06-05,byndoor,22.46
2021-06-06,byndoor,1.56
2021-06-07,byndoor,0.93
2021-06-08,byndoor,2.14
2021-06-09,byndoor,5.73
2021-06-10,byndoor,6.24
2021-06-11,byndoor,12.11
2021-06-12,byndoor,103.89
2021-06-13,byndoor,68.79
2021-06-14,byndoor,91.56
2021-06-15,byndoor,211.9
2021-06-16,byndoor,84.2
2021-06-17,byndoor,41.34
2021-06-18,byndoor,25.8
2021-06-19,byndoor,121.78
2021-06-20,byndoor,65.16
2021-06-21,byndoor,7.77
2021-06-22,byndoor,1.44
2021-06-23,byndoor,4.91
2021-06-24,byndoor,2.36
2021-06-25,byndoor,3.25
2021-06-26,byndoor,5.13
2021-06-27,byndoor,30.07
2021-06-28,byndoor,2.7
2021-06-29,byndoor,0.42
2021-06-30,byndoor,0.97
2021-07-01,byndoor,34.48
2021-07-02,byndoor,28.86
2021-07-03,byndoor,12.21
2021-07-04,byndoor,21.55
2021-07-05,byndoor,26.55
2021-07-06,byndoor,26.35
2021-07-07,byndoor,17.72
2021-07-08,byndoor,36.61
2021-07-09,byndoor,38.57
2021-07-10,byndoor,35.45
2021-07-11,byndoor,24.58
2021-07-12,byndoor,27.87
2021-07-13,byndoor,192.52
2021-07-14,byndoor,96.03
2021-07-15,byndoor,78.0
2021-07-16,byndoor,30.32
2021-07-17,byndoor,112.68
2021-07-18,byndoor,168.19
2021-07-19,byndoor,15.05
2021-07-20,byndoor,23.63
2021-07-21,byndoor,49.4
2021-07-22,byndoor,87.49
2021-07-23,byndoor,77.68
2021-07-24,byndoor,12.78
2021-07-25,byndoor,10.54
2021-07-26,byndoor,7.62
2021-07-27,byndoor,7.29
2021-07-28,byndoor,6.09
2021-07-29,byndoor,5.76
2021-07-30,byndoor,5.84
2021-07-31,byndoor,7.08
2021-08-01,byndoor,3.81
2021-08-02,byndoor,5.01
2021-08-03,byndoor,108.78
2021-08-04,byndoor,10.19
2021-08-05,byndoor,13.51
2021-08-06,byndoor,13.81
2021-08-07,byndoor,8.24
2021-08-08,byndoor,2.47
2021-08-09,byndoor,4.23
2021-08-10,byndoor,88.03
2021-08-11,byndoor,3.87
2021-08-12,byndoor,5.96
2021-08-13,byndoor,21.6
2021-08-14,byndoor,67.67
2021-08-15,byndoor,3.2
2021-08-16,byndoor,6.69
2021-08-17,byndoor,4.58
2021-08-18,byndoor,9.3
2021-08-19,byndoor,3.51
2021-08-20,byndoor,7.03
2021-08-21,byndoor,1.56
2021-08-22,byndoor,4.81
2021-08-23,byndoor,5.84
2021-08-24,byndoor,6.05
2021-08-25,byndoor,3.59
2021-08-26,byndoor,65.69
2021-08-27,byndoor,109.35
2021-08-28,byndoor,32.35
2021-08-29,byndoor,17.01
2021-08-30,byndoor,6.44
2021-08-31,byndoor,2.36
2021-09-01,byndoor,6.17
2021-09-02,byndoor,5.43
2021-09-03,byndoor,9.18
2021-09-04,byndoor,13.92
2021-09-05,byndoor,33.3
2021-09-06,byndoor,36.83
2021-09-07,byndoor,43.25
2021-09-08,byndoor,13.71
2021-09-09,byndoor,5.54
2021-09-10,byndoor,3.91
2021-09-11,byndoor,11.13
2021-09-12,byndoor,26.63
2021-09-13,byndoor,29.42
2021-09-14,byndoor,6.31
2021-09-15,byndoor,3.08
2021-09-16,byndoor,2.25
2021-09-17,byndoor,1.31
2021-09-18,byndoor,0.47
2021-09-19,byndoor,0.2
2021-09-20,byndoor,0.81
2021-09-21,byndoor,2.45
2021-09-22,byndoor,2.05
2021-09-23,byndoor,3.57
2021-09-24,byndoor,1.0
2021-09-25,byndoor,0.57
2021-09-26,byndoor,1.47
2021-09-27,byndoor,7.62
2021-09-28,byndoor,10.45
2021-09-29,byndoor,3.5
2021-09-30,byndoor,1.04
2021-10-01,byndoor,10.07
2021-10-02,byndoor,2.62
2021-10-03,byndoor,14.03
2021-10-04,byndoor,17.13
2021-10-05,byndoor,14.43
2021-10-06,byndoor,66.68
2021-10-07,byndoor,9.91
2021-10-08,byndoor,3.33
2021-10-09,byndoor,3.19
2021-10-10,byndoor,4.83
2021-10-11,byndoor,9.57
2021-10-12,byndoor,9.55
2021-10-13,byndoor,10.66
2021-10-14,byndoor,4.53
2021-10-15,byndoor,3.47
2021-10-16,byndoor,8.51
2021-10-17,byndoor,14.62
2021-10-18,byndoor,1.25
2021-10-19,byndoor,0.22
2021-10-20,byndoor,3.13
2021-10-21,byndoor,14.97
2021-10-22,byndoor,9.7
2021-10-23,byndoor,18.11
2021-10-24,byndoor,7.59
2021-10-25,byndoor,3.47
2021-10-26,byndoor,2.46
2021-10-27,byndoor,0.0
2021-10-28,byndoor,0.0
2021-10-29,byndoor,1.26
2021-10-30,byndoor,0.56
2021-10-31,byndoor,2.25
2021-11-01,byndoor,5.32
2021-11-02,byndoor,5.78
2021-11-03,byndoor,11.05
2021-11-04,byndoor,23.84
2021-11-05,byndoor,17.36
2021-11-06,byndoor,5.73
2021-11-07,byndoor,1.0
2021-11-08,byndoor,1.12
2021-11-09,byndoor,0.1
2021-11-10,byndoor,0.03
2021-11-11,byndoor,7.38
2021-11-12,byndoor,4.82
2021-11-13,byndoor,11.06
2021-11-14,byndoor,31.9
2021-11-15,byndoor,13.18
2021-11-16,byndoor,17.04
2021-11-17,byndoor,15.44
2021-11-18,byndoor,12.6
2021-11-19,byndoor,41.24
2021-11-20,byndoor,14.02
2021-11-21,byndoor,4.28
2021-11-22,byndoor,0.33
2021-11-23,byndoor,1.24
2021-11-24,byndoor,4.18
2021-11-25,byndoor,0.0
2021-11-26,byndoor,0.08
2021-11-27,byndoor,0.0
2021-11-28,byndoor,0.49
2021-11-29,byndoor,5.01
2021-11-30,byndoor,9.86
2021-12-01,byndoor,0.64
2021-12-02,byndoor,2.0
2021-12-03,byndoor,0.87
2021-12-04,byndoor,0.71
2021-12-05,byndoor,0.27
2021-12-06,byndoor,0.0
2021-12-07,byndoor,0.0
2021-12-08,byndoor,0.0
2021-12-09,byndoor,0.0
2021-12-10,byndoor,3.44
2021-12-11,byndoor,0.3
2021-12-12,byndoor,0.0
2021-12-13,byndoor,0.0
2021-12-14,byndoor,0.89
2021-12-15,byndoor,0.02
2021-12-16,byndoor,0.83
2021-12-17,byndoor,0.03
2021-12-18,byndoor,0.0
2021-12-19,byndoor,0.0
2021-12-20,byndoor,1.24
2021-12-21,byndoor,0.0
2021-12-22,byndoor,0.0
2021-12-23,byndoor,0.0
2021-12-24,byndoor,2.33
2021-12-25,byndoor,0.0
2021-12-26,byndoor,0.0
2021-12-27,byndoor,0.01
2021-12-28,byndoor,1.14
2021-12-29,byndoor,0.0
2021-12-30,byndoor,0.0
2021-12-31,byndoor,1.29
2022-01-01,byndoor,0.09
2022-01-02,byndoor,0.03
2022-01-03,byndoor,0.0
2022-01-04,byndoor,0.0
2022-01-05,byndoor,0.0
2022-01-06,byndoor,0.0
2022-01-07,byndoor,0.02
2022-01-08,byndoor,0.04
2022-01-09,byndoor,0.02
2022-01-10,byndoor,0.02
2022-01-11,byndoor,0.22
2022-01-12,byndoor,0.0
2022-01-13,byndoor,0.0
2022-01-14,byndoor,0.0
2022-01-15,byndoor,0.47
2022-01-16,byndoor,0.15
2022-01-17,byndoor,0.03
2022-01-18,byndoor,0.0
2022-01-19,byndoor,0.0
2022-01-20,byndoor,0.0
2022-01-21,byndoor,0.12
2022-01-22,byndoor,0.08
2022-01-23,byndoor,0.26
2022-01-24,byndoor,0.1
2022-01-25,byndoor,0.0
2022-01-26,byndoor,1.17
2022-01-27,byndoor,0.0
2022-01-28,byndoor,0.0
2022-01-29,byndoor,0.0
2022-01-30,byndoor,0.0
2022-01-31,byndoor,0.0
2022-02-01,byndoor,0.0
2022-02-02,byndoor,0.0
2022-02-03,byndoor,0.02
2022-02-04,byndoor,0.06
2022-02-05,byndoor,0.0
2022-02-06,byndoor,0.0
2022-02-07,byndoor,0.0
2022-02-08,byndoor,0.0
2022-02-09,byndoor,0.0
2022-02-10,byndoor,0.0
2022-02-11,byndoor,0.0
2022-02-12,byndoor,0.0
2022-02-13,byndoor,0.27
2022-02-14,byndoor,0.0
2022-02-15,byndoor,0.0
2022-02-16,byndoor,0.01
2022-02-17,byndoor,0.0
2022-02-18,byndoor,0.3
2022-02-19,byndoor,0.0
2022-02-20,byndoor,0.0
2022-02-21,byndoor,0.0
2022-02-22,byndoor,0.0
2022-02-23,byndoor,0.0
2022-02-24,byndoor,0.0
2022-02-25,byndoor,0.26
2022-02-26,byndoor,0.0
2022-02-27,byndoor,0.0
2022-02-28,byndoor,0.0
2022-03-01,byndoor,0.0
2022-03-02,byndoor,0.0
2022-03-03,byndoor,0.0
2022-03-04,byndoor,0.0
2022-03-05,byndoor,0.0
2022-03-06,byndoor,0.0
2022-03-07,byndoor,0.0
2022-03-08,byndoor,0.25
2022-03-09,byndoor,0.87
2022-03-10,byndoor,0.27
2022-03-11,byndoor,0.02
2022-03-12,byndoor,0.13
2022-03-13,byndoor,0.0
2022-03-14,byndoor,0.0
2022-03-15,byndoor,0.02
2022-03-16,byndoor,0.04
2022-03-17,byndoor,0.16
2022-03-18,byndoor,0.19
2022-03-19,byndoor,0.92
2022-03-20,byndoor,0.4
2022-03-21,byndoor,0.38
2022-03-22,byndoor,0.29
2022-03-23,byndoor,6.01
2022-03-24,byndoor,2.43
2022-03-25,byndoor,0.88
2022-03-26,byndoor,0.43
2022-03-27,byndoor,0.13
2022-03-28,byndoor,0.31
2022-03-29,byndoor,5.02
2022-03-30,byndoor,0.12
2022-03-31,byndoor,0.51
2022-04-01,byndoor,0.42
2022-04-02,byndoor,1.1
2022-04-03,byndoor,2.98
2022-04-04,byndoor,0.15
2022-04-05,byndoor,1.03
2022-04-06,byndoor,0.75
2022-04-07,byndoor,1.08
2022-04-08,byndoor,1.41
2022-04-09,byndoor,3.33
2022-04-10,byndoor,3.23
2022-04-11,byndoor,0.33
2022-04-12,byndoor,1.07
2022-04-13,byndoor,5.76
2022-04-14,byndoor,0.66
2022-04-15,byndoor,0.29
2022-04-16,byndoor,4.16
2022-04-17,byndoor,1.05
2022-04-18,byndoor,1.46
2022-04-19,byndoor,0.1
2022-04-20,byndoor,0.06
2022-04-21,byndoor,2.12
2022-04-22,byndoor,3.28
2022-04-23,byndoor,0.29
2022-04-24,byndoor,0.42
2022-04-25,byndoor,6.14
2022-04-26,byndoor,0.26
2022-04-27,byndoor,0.3
2022-04-28,byndoor,1.76
2022-04-29,byndoor,0.29
2022-04-30,byndoor,0.66
2022-05-01,byndoor,0.27
2022-05-02,byndoor,0.16
2022-05-03,byndoor,0.24
2022-05-04,byndoor,2.88
2022-05-05,byndoor,0.61
2022-05-06,byndoor,0.93
2022-05-07,byndoor,0.1
2022-05-08,byndoor,2.79
2022-05-09,byndoor,2.46
2022-05-10,byndoor,3.61
2022-05-11,byndoor,12.19
2022-05-12,byndoor,7.58
2022-05-13,byndoor,1.64
2022-05-14,byndoor,2.0
2022-05-15,byndoor,4.18
2022-05-16,byndoor,22.38
2022-05-17,byndoor,18.11
2022-05-18,byndoor,96.31
2022-05-19,byndoor,152.27
2022-05-20,byndoor,11.41
2022-05-21,byndoor,3.19
2022-05-22,byndoor,6.68
2022-05-23,byndoor,3.43
2022-05-24,byndoor,2.71
2022-05-25,byndoor,0.94
2022-05-26,byndoor,0.71
2022-05-27,byndoor,1.19
2022-05-28,byndoor,3.47
2022-05-29,byndoor,0.9
2022-05-30,byndoor,1.35
2022-05-31,byndoor,4.75
2022-06-01,byndoor,9.13
2022-06-02,byndoor,3.99
2022-06-03,byndoor,2.63
2022-06-04,byndoor,1.39
2022-06-05,byndoor,111.74
2022-06-06,byndoor,23.86
2022-06-07,byndoor,8.22
2022-06-08,byndoor,9.75
2022-06-09,byndoor,6.02
2022-06-10,byndoor,13.81
2022-06-11,byndoor,15.85
2022-06-12,byndoor,13.1
2022-06-13,byndoor,5.59
2022-06-14,byndoor,14.31
2022-06-15,byndoor,20.46
2022-06-16,byndoor,11.07
2022-06-17,byndoor,9.91
2022-06-18,byndoor,12.9
2022-06-19,byndoor,10.08
2022-06-20,byndoor,20.64
2022-06-21,byndoor,31.65
2022-06-22,byndoor,96.35
2022-06-23,byndoor,33.77
2022-06-24,byndoor,33.42
2022-06-25,byndoor,30.29
2022-06-26,byndoor,32.92
2022-06-27,byndoor,7.43
2022-06-28,byndoor,19.18
2022-06-29,byndoor,38.01
2022-06-30,byndoor,101.19
2022-07-01,byndoor,31.08
2022-07-02,byndoor,20.52
2022-07-03,byndoor,44.66
2022-07-04,byndoor,191.14
2022-07-05,byndoor,69.13
2022-07-06,byndoor,189.71
2022-07-07,byndoor,52.51
2022-07-08,byndoor,48.62
2022-07-09,byndoor,108.84
2022-07-10,byndoor,59.26
2022-07-11,byndoor,78.45
2022-07-12,byndoor,29.95
2022-07-13,byndoor,81.47
2022-07-14,byndoor,27.26
2022-07-15,byndoor,26.66
2022-07-16,byndoor,115.43
2022-07-17,byndoor,43.83
2022-07-18,byndoor,8.85
2022-07-19,byndoor,8.15
2022-07-20,byndoor,3.34
2022-07-21,byndoor,1.9
2022-07-22,byndoor,16.81
2022-07-23,byndoor,96.75
2022-07-24,byndoor,4.13
2022-07-25,byndoor,3.11
2022-07-26,byndoor,2.23
2022-07-27,byndoor,91.75
2022-07-28,byndoor,34.13
2022-07-29,byndoor,74.93
2022-07-30,byndoor,18.39
2022-07-31,byndoor,6.81
2022-08-01,byndoor,150.39
2022-08-02,byndoor,156.38
2022-08-03,byndoor,11.93
2022-08-04,byndoor,44.69
2022-08-05,byndoor,80.85
2022-08-06,byndoor,118.33
2022-08-07,byndoor,30.19
2022-08-08,byndoor,126.66
2022-08-09,byndoor,17.11
2022-08-10,byndoor,19.71
2022-08-11,byndoor,19.99
2022-08-12,byndoor,10.4
2022-08-13,byndoor,3.87
2022-08-14,byndoor,2.83
2022-08-15,byndoor,2.11
2022-08-16,byndoor,0.42
2022-08-17,byndoor,0.64
2022-08-18,byndoor,1.8
2022-08-19,byndoor,1.55
2022-08-20,byndoor,3.9
2022-08-21,byndoor,10.5
2022-08-22,byndoor,11.72
2022-08-23,byndoor,8.8
2022-08-24,byndoor,25.43
2022-08-25,byndoor,21.29
2022-08-26,byndoor,19.62
2022-08-27,byndoor,10.28
2022-08-28,byndoor,5.92
2022-08-29,byndoor,94.84
2022-08-30,byndoor,71.33
2022-08-31,byndoor,99.17
2022-09-01,byndoor,34.36
2022-09-02,byndoor,3.84
2022-09-03,byndoor,15.46
2022-09-04,byndoor,10.81
2022-09-05,byndoor,28.82
2022-09-06,byndoor,92.81
2022-09-07,byndoor,121.96
2022-09-08,byndoor,12.05
2022-09-09,byndoor,15.36
2022-09-10,byndoor,16.73
2022-09-11,byndoor,33.28
2022-09-12,byndoor,12.8
2022-09-13,byndoor,11.9
2022-09-14,byndoor,4.62
2022-09-15,byndoor,5.09
2022-09-16,byndoor,4.01
2022-09-17,byndoor,2.54
2022-09-18,byndoor,2.34
2022-09-19,byndoor,1.59
2022-09-20,byndoor,1.32
2022-09-21,byndoor,0.95
2022-09-22,byndoor,0.67
2022-09-23,byndoor,3.48
2022-09-24,byndoor,1.22
2022-09-25,byndoor,0.54
2022-09-26,byndoor,0.36
2022-09-27,byndoor,0.32
2022-09-28,byndoor,0.18
2022-09-29,byndoor,0.82
2022-09-30,byndoor,11.44
2022-10-01,byndoor,3.76
2022-10-02,byndoor,7.36
2022-10-03,byndoor,1.09
2022-10-04,byndoor,1.51
2022-10-05,byndoor,10.19
2022-10-06,byndoor,5.44
2022-10-07,byndoor,1.65
2022-10-08,byndoor,0.32
2022-10-09,byndoor,1.08
2022-10-10,byndoor,15.14
2022-10-11,byndoor,8.98
2022-10-12,byndoor,3.84
2022-10-13,byndoor,5.56
2022-10-14,byndoor,3.55
2022-10-15,byndoor,7.28
2022-10-16,byndoor,4.89
2022-10-17,byndoor,6.1
2022-10-18,byndoor,3.29
2022-10-19,byndoor,6.23
2022-10-20,byndoor,3.55
2022-10-21,byndoor,1.87
2022-10-22,byndoor,0.96
2022-10-23,byndoor,0.01
2022-10-24,byndoor,0.0
2022-10-25,byndoor,0.0
2022-10-26,byndoor,0.0
2022-10-27,byndoor,0.0
2022-10-28,byndoor,0.0
2022-10-29,byndoor,0.7
2022-10-30,byndoor,0.76
2022-10-31,byndoor,0.0
2022-11-01,byndoor,0.0
2022-11-02,byndoor,0.1
2022-11-03,byndoor,0.09
2022-11-04,byndoor,0.55
2022-11-05,byndoor,0.43
2022-11-06,byndoor,1.18
2022-11-07,byndoor,0.0
2022-11-08,byndoor,0.0
2022-11-09,byndoor,0.0
2022-11-10,byndoor,0.0
2022-11-11,byndoor,0.02
2022-11-12,byndoor,1.92
2022-11-13,byndoor,1.0
2022-11-14,byndoor,2.18
2022-11-15,byndoor,2.83
2022-11-16,byndoor,0.69
2022-11-17,byndoor,0.0
2022-11-18,byndoor,0.0
2022-11-19,byndoor,0.0
2022-11-20,byndoor,0.0
2022-11-21,byndoor,0.0
2022-11-22,byndoor,0.24
2022-11-23,byndoor,1.68
2022-11-24,byndoor,9.5
2022-11-25,byndoor,0.66
2022-11-26,byndoor,1.27
2022-11-27,byndoor,1.63
2022-11-28,byndoor,7.49
2022-11-29,byndoor,0.82
2022-11-30,byndoor,0.05
2022-12-01,byndoor,0.0
2022-12-02,byndoor,0.07
2022-12-03,byndoor,0.09
2022-12-04,byndoor,0.02
2022-12-05,byndoor,0.03
2022-12-06,byndoor,0.01
2022-12-07,byndoor,4.51
2022-12-08,byndoor,0.12
2022-12-09,byndoor,0.13
2022-12-10,byndoor,4.51
2022-12-11,byndoor,13.44
2022-12-12,byndoor,23.73
2022-12-13,byndoor,8.12
2022-12-14,byndoor,0.78
2022-12-15,byndoor,0.02
2022-12-16,byndoor,0.0
2022-12-17,byndoor,0.0
2022-12-18,byndoor,0.0
2022-12-19,byndoor,0.0
2022-12-20,byndoor,0.0
2022-12-21,byndoor,0.0
2022-12-22,byndoor,0.0
2022-12-23,byndoor,0.0
2022-12-24,byndoor,0.0
2022-12-25,byndoor,0.0
2022-12-26,byndoor,0.0
2022-12-27,byndoor,0.01
2022-12-28,byndoor,0.2
2022-12-29,byndoor,0.13
2022-12-30,byndoor,0.03
2022-12-31,byndoor,0.04
2023-01-01,byndoor,0.37
2023-01-02,byndoor,0.0
2023-01-03,byndoor,0.45
2023-01-04,byndoor,0.02
2023-01-05,byndoor,0.01
2023-01-06,byndoor,0.0
2023-01-07,byndoor,0.0
2023-01-08,byndoor,0.19
2023-01-09,byndoor,0.03
2023-01-10,byndoor,0.0
2023-01-11,byndoor,0.0
2023-01-12,byndoor,0.0
2023-01-13,byndoor,0.0
2023-01-14,byndoor,0.0
2023-01-15,byndoor,0.0
2023-01-16,byndoor,0.0
2023-01-17,byndoor,0.21
2023-01-18,byndoor,0.0
2023-01-19,byndoor,0.0
2023-01-20,byndoor,0.0
2023-01-21,byndoor,0.0
2023-01-22,byndoor,0.0
2023-01-23,byndoor,0.0
2023-01-24,byndoor,0.21
2023-01-25,byndoor,0.84
2023-01-26,byndoor,0.0
2023-01-27,byndoor,0.01
2023-01-28,byndoor,0.02
2023-01-29,byndoor,0.03
2023-01-30,byndoor,1.02
2023-01-31,byndoor,0.0
2023-02-01,byndoor,0.2
2023-02-02,byndoor,0.0
2023-02-03,byndoor,0.15
2023-02-04,byndoor,0.0
2023-02-05,byndoor,0.0
2023-02-06,byndoor,0.02
2023-02-07,byndoor,0.0
2023-02-08,byndoor,0.0
2023-02-09,byndoor,0.06
2023-02-10,byndoor,0.0
2023-02-11,byndoor,0.0
2023-02-12,byndoor,0.04
2023-02-13,byndoor,0.0
2023-02-14,byndoor,0.0
2023-02-15,byndoor,0.0
2023-02-16,byndoor,0.0
2023-02-17,byndoor,0.0
2023-02-18,byndoor,0.39
2023-02-19,byndoor,0.06
2023-02-20,byndoor,0.03
2023-02-21,byndoor,0.06
2023-02-22,byndoor,0.06
2023-02-23,byndoor,0.04
2023-02-24,byndoor,0.04
2023-02-25,byndoor,0.0
2023-02-26,byndoor,0.01
2023-02-27,byndoor,0.0
2023-02-28,byndoor,0.0
2023-03-01,byndoor,0.0
2023-03-02,byndoor,0.0
2023-03-03,byndoor,0.0
2023-03-04,byndoor,0.0
2023-03-05,byndoor,0.0
2023-03-06,byndoor,0.07
2023-03-07,byndoor,0.0
2023-03-08,byndoor,0.0
2023-03-09,byndoor,0.0
2023-03-10,byndoor,0.0
2023-03-11,byndoor,0.0
2023-03-12,byndoor,0.0
2023-03-13,byndoor,0.01
2023-03-14,byndoor,0.03
2023-03-15,byndoor,0.88
2023-03-16,byndoor,0.59
2023-03-17,byndoor,0.17
2023-03-18,byndoor,0.24
2023-03-19,byndoor,0.2
2023-03-20,byndoor,0.07
2023-03-21,byndoor,0.0
2023-03-22,byndoor,0.0
2023-03-23,byndoor,0.0
2023-03-24,byndoor,0.09
2023-03-25,byndoor,0.0
2023-03-26,byndoor,0.0
2023-03-27,byndoor,0.02
2023-03-28,byndoor,0.0
2023-03-29,byndoor,0.0
2023-03-30,byndoor,0.01
2023-03-31,byndoor,0.01
2023-04-01,byndoor,0.6
2023-04-02,byndoor,0.0
2023-04-03,byndoor,0.21
2023-04-04,byndoor,0.28
2023-04-05,byndoor,0.0
2023-04-06,byndoor,0.04
2023-04-07,byndoor,0.69
2023-04-08,byndoor,0.54
2023-04-09,byndoor,0.14
2023-04-10,byndoor,1.04
2023-04-11,byndoor,0.1
2023-04-12,byndoor,0.01
2023-04-13,byndoor,0.07
2023-04-14,byndoor,0.85
2023-04-15,byndoor,0.07
2023-04-16,byndoor,0.26
2023-04-17,byndoor,0.04
2023-04-18,byndoor,0.03
2023-04-19,byndoor,0.12
2023-04-20,byndoor,0.2
2023-04-21,byndoor,0.26
2023-04-22,byndoor,0.19
2023-04-23,byndoor,0.0
2023-04-24,byndoor,0.0
2023-04-25,byndoor,0.33
2023-04-26,byndoor,0.49
2023-04-27,byndoor,0.22
2023-04-28,byndoor,0.65
2023-04-29,byndoor,1.16
2023-04-30,byndoor,0.55
2023-05-01,byndoor,0.03
2023-05-02,byndoor,0.16
2023-05-03,byndoor,0.21
2023-05-04,byndoor,0.17
2023-05-05,byndoor,0.31
2023-05-06,byndoor,0.51
2023-05-07,byndoor,0.65
2023-05-08,byndoor,3.76
2023-05-09,byndoor,4.48
2023-05-10,byndoor,6.19
2023-05-11,byndoor,7.16
2023-05-12,byndoor,3.9
2023-05-13,byndoor,2.88
2023-05-14,byndoor,0.16
2023-05-15,byndoor,0.27
2023-05-16,byndoor,0.15
2023-05-17,byndoor,0.02
2023-05-18,byndoor,0.06
2023-05-19,byndoor,0.32
2023-05-20,byndoor,0.39
2023-05-21,byndoor,3.72
2023-05-22,byndoor,6.82
2023-05-23,byndoor,4.78
2023-05-24,byndoor,0.97
2023-05-25,byndoor,0.66
2023-05-26,byndoor,0.08
2023-05-27,byndoor,0.45
2023-05-28,byndoor,0.06
2023-05-29,byndoor,0.79
2023-05-30,byndoor,12.39
2023-05-31,byndoor,4.31
2023-06-01,byndoor,81.19
2023-06-02,byndoor,5.19
2023-06-03,byndoor,0.22
2023-06-04,byndoor,1.71
2023-06-05,byndoor,6.32
2023-06-06,byndoor,0.94
2023-06-07,byndoor,4.12
2023-06-08,byndoor,2.99
2023-06-09,byndoor,23.36
2023-06-10,byndoor,20.17
2023-06-11,byndoor,31.17
2023-06-12,byndoor,3.45
2023-06-13,byndoor,3.63
2023-06-14,byndoor,3.21
2023-06-15,byndoor,2.88
2023-06-16,byndoor,2.36
2023-06-17,byndoor,4.95
2023-06-18,byndoor,5.72
2023-06-19,byndoor,80.96
2023-06-20,byndoor,7.36
2023-06-21,byndoor,6.69
2023-06-22,byndoor,6.12
2023-06-23,byndoor,24.03
2023-06-24,byndoor,40.06
2023-06-25,byndoor,9.64
2023-06-26,byndoor,4.46
2023-06-27,byndoor,26.43
2023-06-28,byndoor,101.86
2023-06-29,byndoor,24.74
2023-06-30,byndoor,10.29
2023-07-01,byndoor,4.8
2023-07-02,byndoor,35.1
2023-07-03,byndoor,96.18
2023-07-04,byndoor,134.55
2023-07-05,byndoor,106.11
2023-07-06,byndoor,184.66
2023-07-07,byndoor,97.12
2023-07-08,byndoor,35.97
2023-07-09,byndoor,14.27
2023-07-10,byndoor,2.45
2023-07-11,byndoor,2.96
2023-07-12,byndoor,113.48
2023-07-13,byndoor,119.47
2023-07-14,byndoor,13.44
2023-07-15,byndoor,6.46
2023-07-16,byndoor,4.12
2023-07-17,byndoor,14.82
2023-07-18,byndoor,91.04
2023-07-19,byndoor,43.61
2023-07-20,byndoor,36.06
2023-07-21,byndoor,26.13
2023-07-22,byndoor,89.65
2023-07-23,byndoor,172.63
2023-07-24,byndoor,103.12
2023-07-25,byndoor,143.95
2023-07-26,byndoor,90.57
2023-07-27,byndoor,11.37
2023-07-28,byndoor,8.16
2023-07-29,byndoor,4.08
2023-07-30,byndoor,3.9
2023-07-31,byndoor,6.73
2023-08-01,byndoor,7.05
2023-08-02,byndoor,15.9
2023-08-03,byndoor,8.44
2023-08-04,byndoor,12.96
2023-08-05,byndoor,5.81
